source_id,video_count,categories_count,categories_present,labels_present,connected_components,sample_videos
228,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_039,Dataset\Video\original\228.mp4|Dataset\Video\Deepfakes\228_289.mp4|Dataset\Video\Face2Face\228_289.mp4
233,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_040,Dataset\Video\original\233.mp4|Dataset\Video\Deepfakes\233_995.mp4|Dataset\Video\Face2Face\233_995.mp4
238,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_041,Dataset\Video\original\238.mp4|Dataset\Video\Deepfakes\238_282.mp4|Dataset\Video\Face2Face\238_282.mp4
250,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_042,Dataset\Video\original\250.mp4|Dataset\Video\Deepfakes\250_461.mp4|Dataset\Video\Face2Face\250_461.mp4
270,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_044,Dataset\Video\original\270.mp4|Dataset\Video\Deepfakes\270_297.mp4|Dataset\Video\Face2Face\270_297.mp4
281,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_046,Dataset\Video\original\281.mp4|Dataset\Video\Deepfakes\281_474.mp4|Dataset\Video\Face2Face\281_474.mp4
284,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_043,Dataset\Video\original\284.mp4|Dataset\Video\Deepfakes\284_263.mp4|Dataset\Video\Face2Face\284_263.mp4
296,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_047,Dataset\Video\original\296.mp4|Dataset\Video\Deepfakes\296_293.mp4|Dataset\Video\Face2Face\296_293.mp4
300,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_048,Dataset\Video\original\300.mp4|Dataset\Video\Deepfakes\300_304.mp4|Dataset\Video\Face2Face\300_304.mp4
344,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_005,Dataset\Video\original\344.mp4|Dataset\Video\Deepfakes\344_020.mp4|Dataset\Video\Face2Face\344_020.mp4
348,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_035,Dataset\Video\original\348.mp4|Dataset\Video\Deepfakes\348_202.mp4|Dataset\Video\Face2Face\348_202.mp4
352,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_050,Dataset\Video\original\352.mp4|Dataset\Video\Deepfakes\352_319.mp4|Dataset\Video\Face2Face\352_319.mp4
616,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_071,Dataset\Video\original\616.mp4|Dataset\Video\Deepfakes\616_614.mp4|Dataset\Video\Face2Face\616_614.mp4
633,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_062,Dataset\Video\original\633.mp4|Dataset\Video\Deepfakes\633_529.mp4|Dataset\Video\Face2Face\633_529.mp4
196,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_033,Dataset\Video\original\196.mp4|Dataset\Video\Deepfakes\196_310.mp4|Dataset\Video\Face2Face\196_310.mp4
890,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_093,Dataset\Video\original\890.mp4|Dataset\Video\Deepfakes\890_837.mp4|Dataset\Video\Face2Face\890_837.mp4
828,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_092,Dataset\Video\original\828.mp4|Dataset\Video\Deepfakes\828_830.mp4|Dataset\Video\Face2Face\828_830.mp4
849,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_089,Dataset\Video\original\849.mp4|Dataset\Video\Deepfakes\849_771.mp4|Dataset\Video\Face2Face\849_771.mp4
854,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_084,Dataset\Video\original\854.mp4|Dataset\Video\Deepfakes\854_747.mp4|Dataset\Video\Face2Face\854_747.mp4
867,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_087,Dataset\Video\original\867.mp4|Dataset\Video\Deepfakes\867_765.mp4|Dataset\Video\Face2Face\867_765.mp4
875,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_095,Dataset\Video\original\875.mp4|Dataset\Video\Deepfakes\875_979.mp4|Dataset\Video\Face2Face\875_979.mp4
882,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_096,Dataset\Video\original\882.mp4|Dataset\Video\Deepfakes\882_952.mp4|Dataset\Video\Face2Face\882_952.mp4
887,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_045,Dataset\Video\original\887.mp4|Dataset\Video\Deepfakes\887_275.mp4|Dataset\Video\Face2Face\887_275.mp4
906,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_094,Dataset\Video\original\906.mp4|Dataset\Video\Deepfakes\906_847.mp4|Dataset\Video\Face2Face\906_847.mp4
643,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_074,Dataset\Video\original\643.mp4|Dataset\Video\Deepfakes\643_646.mp4|Dataset\Video\Face2Face\643_646.mp4
913,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_097,Dataset\Video\original\913.mp4|Dataset\Video\Deepfakes\913_893.mp4|Dataset\Video\Face2Face\913_893.mp4
947,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_098,Dataset\Video\original\947.mp4|Dataset\Video\Deepfakes\947_951.mp4|Dataset\Video\Face2Face\947_951.mp4
954,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_099,Dataset\Video\original\954.mp4|Dataset\Video\Deepfakes\954_976.mp4|Dataset\Video\Face2Face\954_976.mp4
964,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_032,Dataset\Video\original\964.mp4|Dataset\Video\Deepfakes\964_174.mp4|Dataset\Video\Face2Face\964_174.mp4
978,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_100,Dataset\Video\original\978.mp4|Dataset\Video\Deepfakes\978_975.mp4|Dataset\Video\Face2Face\978_975.mp4
983,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_025,Dataset\Video\original\983.mp4|Dataset\Video\Deepfakes\983_113.mp4|Dataset\Video\Face2Face\983_113.mp4
986,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_101,Dataset\Video\original\986.mp4|Dataset\Video\Deepfakes\986_994.mp4|Dataset\Video\Face2Face\986_994.mp4
826,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_091,Dataset\Video\original\826.mp4|Dataset\Video\Deepfakes\826_833.mp4|Dataset\Video\Face2Face\826_833.mp4
825,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_017,Dataset\Video\original\825.mp4|Dataset\Video\Deepfakes\825_074.mp4|Dataset\Video\Face2Face\825_074.mp4
791,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_088,Dataset\Video\original\791.mp4|Dataset\Video\Deepfakes\791_770.mp4|Dataset\Video\Face2Face\791_770.mp4
781,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_090,Dataset\Video\original\781.mp4|Dataset\Video\Deepfakes\781_806.mp4|Dataset\Video\Face2Face\781_806.mp4
650,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_073,Dataset\Video\original\650.mp4|Dataset\Video\Deepfakes\650_625.mp4|Dataset\Video\Face2Face\650_625.mp4
654,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_075,Dataset\Video\original\654.mp4|Dataset\Video\Deepfakes\654_648.mp4|Dataset\Video\Face2Face\654_648.mp4
665,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_076,Dataset\Video\original\665.mp4|Dataset\Video\Deepfakes\665_679.mp4|Dataset\Video\Face2Face\665_679.mp4
677,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_077,Dataset\Video\original\677.mp4|Dataset\Video\Deepfakes\677_671.mp4|Dataset\Video\Face2Face\677_671.mp4
686,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_078,Dataset\Video\original\686.mp4|Dataset\Video\Deepfakes\686_696.mp4|Dataset\Video\Face2Face\686_696.mp4
692,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_070,Dataset\Video\original\692.mp4|Dataset\Video\Deepfakes\692_610.mp4|Dataset\Video\Face2Face\692_610.mp4
714,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_079,Dataset\Video\original\714.mp4|Dataset\Video\Deepfakes\714_842.mp4|Dataset\Video\Face2Face\714_842.mp4
718,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_081,Dataset\Video\original\718.mp4|Dataset\Video\Deepfakes\718_972.mp4|Dataset\Video\Face2Face\718_972.mp4
721,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_080,Dataset\Video\original\721.mp4|Dataset\Video\Deepfakes\721_715.mp4|Dataset\Video\Face2Face\721_715.mp4
733,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_082,Dataset\Video\original\733.mp4|Dataset\Video\Deepfakes\733_935.mp4|Dataset\Video\Face2Face\733_935.mp4
747,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_084,Dataset\Video\original\747.mp4|Dataset\Video\Deepfakes\747_854.mp4|Dataset\Video\Face2Face\747_854.mp4
754,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_085,Dataset\Video\original\754.mp4|Dataset\Video\Deepfakes\754_758.mp4|Dataset\Video\Face2Face\754_758.mp4
758,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_085,Dataset\Video\original\758.mp4|Dataset\Video\Deepfakes\758_754.mp4|Dataset\Video\Face2Face\758_754.mp4
759,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_086,Dataset\Video\original\759.mp4|Dataset\Video\Deepfakes\759_755.mp4|Dataset\Video\Face2Face\759_755.mp4
777,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_083,Dataset\Video\original\777.mp4|Dataset\Video\Deepfakes\777_745.mp4|Dataset\Video\Face2Face\777_745.mp4
203,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_034,Dataset\Video\original\203.mp4|Dataset\Video\Deepfakes\203_201.mp4|Dataset\Video\Face2Face\203_201.mp4
220,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_037,Dataset\Video\original\220.mp4|Dataset\Video\Deepfakes\220_219.mp4|Dataset\Video\Face2Face\220_219.mp4
990,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_002,Dataset\Video\original\990.mp4|Dataset\Video\Deepfakes\990_008.mp4|Dataset\Video\Face2Face\990_008.mp4
159,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_030,Dataset\Video\original\159.mp4|Dataset\Video\Deepfakes\159_175.mp4|Dataset\Video\Face2Face\159_175.mp4
166,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_031,Dataset\Video\original\166.mp4|Dataset\Video\Deepfakes\166_167.mp4|Dataset\Video\Face2Face\166_167.mp4
163,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_008,Dataset\Video\original\163.mp4|Dataset\Video\Deepfakes\163_031.mp4|Dataset\Video\Face2Face\163_031.mp4
071,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_014,Dataset\Video\original\071.mp4|Dataset\Video\Deepfakes\071_054.mp4|Dataset\Video\Face2Face\071_054.mp4
080,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_015,Dataset\Video\original\080.mp4|Dataset\Video\Deepfakes\080_061.mp4|Dataset\Video\Face2Face\080_061.mp4
081,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_018,Dataset\Video\original\081.mp4|Dataset\Video\Deepfakes\081_087.mp4|Dataset\Video\Face2Face\081_087.mp4
089,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_016,Dataset\Video\original\089.mp4|Dataset\Video\Deepfakes\089_065.mp4|Dataset\Video\Face2Face\089_065.mp4
094,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_020,Dataset\Video\original\094.mp4|Dataset\Video\Deepfakes\094_111.mp4|Dataset\Video\Face2Face\094_111.mp4
044,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_010,Dataset\Video\original\044.mp4|Dataset\Video\Deepfakes\044_945.mp4|Dataset\Video\Face2Face\044_945.mp4
095,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_013,Dataset\Video\original\095.mp4|Dataset\Video\Deepfakes\095_053.mp4|Dataset\Video\Face2Face\095_053.mp4
099,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_021,Dataset\Video\original\099.mp4|Dataset\Video\Deepfakes\099_295.mp4|Dataset\Video\Face2Face\099_295.mp4
142,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_027,Dataset\Video\original\142.mp4|Dataset\Video\Deepfakes\142_138.mp4|Dataset\Video\Face2Face\142_138.mp4
127,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_026,Dataset\Video\original\127.mp4|Dataset\Video\Deepfakes\127_129.mp4|Dataset\Video\Face2Face\127_129.mp4
114,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_023,Dataset\Video\original\114.mp4|Dataset\Video\Deepfakes\114_102.mp4|Dataset\Video\Face2Face\114_102.mp4
104,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_024,Dataset\Video\original\104.mp4|Dataset\Video\Deepfakes\104_126.mp4|Dataset\Video\Face2Face\104_126.mp4
046,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_011,Dataset\Video\original\046.mp4|Dataset\Video\Deepfakes\046_904.mp4|Dataset\Video\Face2Face\046_904.mp4
103,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_019,Dataset\Video\original\103.mp4|Dataset\Video\Deepfakes\103_082.mp4|Dataset\Video\Face2Face\103_082.mp4
02_15,6,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\02_15__exit_phone_room__MZWH8ATN.mp4|Dataset\Video\DeepFakeDetection\02_15__outside_talking_pan_laughing__I8G2LWD1.mp4|Dataset\Video\DeepFakeDetection\02_15__outside_talking_pan_laughing__SB6PMCO0.mp4
032,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_009,Dataset\Video\original\032.mp4|Dataset\Video\Deepfakes\032_944.mp4|Dataset\Video\Face2Face\032_944.mp4
030,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_007,Dataset\Video\original\030.mp4|Dataset\Video\Deepfakes\030_193.mp4|Dataset\Video\Face2Face\030_193.mp4
027,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_003,Dataset\Video\original\027.mp4|Dataset\Video\Deepfakes\027_009.mp4|Dataset\Video\Face2Face\027_009.mp4
025,6,6,Deepfakes|Face2Face|FaceShifter|FaceSwap|NeuralTextures|original,FAKE|REAL,COMP_006,Dataset\Video\original\025.mp4|Dataset\Video\Deepfakes\025_067.mp4|Dataset\Video\Face2Face\025_067.mp4
03_15,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\03_15__kitchen_pan__AIOM1U5V.mp4|Dataset\Video\DeepFakeDetection\03_15__outside_talking_pan_laughing__Y11NT1YX.mp4
02_13,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\02_13__meeting_serious__CP5HFV3K.mp4|Dataset\Video\DeepFakeDetection\02_13__outside_talking_pan_laughing__2YSYT2N3.mp4
26_25,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\26_25__outside_talking_pan_laughing__157Z8P8P.mp4|Dataset\Video\DeepFakeDetection\26_25__walking_outside_cafe_disgusted__0UFFR3U1.mp4
13_02,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\13_02__exit_phone_room__CP5HFV3K.mp4|Dataset\Video\DeepFakeDetection\13_02__walking_down_indoor_hall_disgust__AROBAY8R.mp4
15_12,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\15_12__talking_angry_couch__N0SRODQD.mp4|Dataset\Video\DeepFakeDetection\15_12__talking_angry_couch__RK17XFJ9.mp4
20_01,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\20_01__kitchen_still__FW94AIMJ.mp4|Dataset\Video\DeepFakeDetection\20_01__walking_and_outside_surprised__6UBMLXK3.mp4
01_20,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\01_20__kitchen_pan__6UBMLXK3.mp4|Dataset\Video\DeepFakeDetection\01_20__outside_talking_still_laughing__FW94AIMJ.mp4
10_23,2,1,DeepFakeDetection,FAKE,COMP_022,Dataset\Video\DeepFakeDetection\10_23__kitchen_pan__GYY4VANY.mp4|Dataset\Video\DeepFakeDetection\10_23__outside_talking_pan_laughing__ZHJO34DY.mp4
09_20,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\09_20__podium_speech_happy__RAGUKRMK.mp4|Dataset\Video\DeepFakeDetection\09_20__walk_down_hall_angry__MKEWB4SM.mp4
01_15,2,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\01_15__exit_phone_room__02HILKYO.mp4|Dataset\Video\DeepFakeDetection\01_15__meeting_serious__02HILKYO.mp4
09_11,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\09_11__talking_against_wall__INNOT5UE.mp4
02_27,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\02_27__hugging_happy__GVFLSZD5.mp4
09_18,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\09_18__walking_down_street_outside_angry__3VP8836C.mp4
09_02,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\09_02__exit_phone_room__6KUOFMZW.mp4
02_01,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\02_01__walking_down_indoor_hall_disgust__YVGY8LOK.mp4
02_03,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\02_03__walking_down_street_outside_angry__QH3Y0IG0.mp4
02_09,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\02_09__talking_angry_couch__6KUOFMZW.mp4
09_03,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\09_03__kitchen_pan__8DTEGQ54.mp4
03_18,1,1,DeepFakeDetection,FAKE,COMP_004,Dataset\Video\DeepFakeDetection\03_18__kitchen_pan__22UBC0BS.mp4
